"964-1" "964-10" "964-11" "964-12" "964-13" "964-14" "964-15" "964-2" "964-3" "964-4" "964-5" "964-6"
"100465" 2639 921 2241 2230 947 1164 1776 4729 1724 1829 1681 7606
"100470" 0 1 3 3 0 0 1 1 2 4 1 2
"100494" 5124 2009 3820 5500 2451 2745 3848 9039 3325 3279 3708 17518
"100502590" 1 1 0 3 0 0 1 2 0 3 2 6
"100502698" 7916 2539 5420 6586 2911 3294 4538 13539 4313 4284 5069 22499
"100502723" 0 0 0 0 0 0 0 0 0 0 0 0
"100502736" 28 6 9 5 2 11 9 38 8 7 8 41
"100502766" 9914 4870 10555 10959 6193 6232 10399 18710 5629 7165 6918 40180
"100502803" 0 0 11 0 1 0 0 5 0 0 0 31
"100502825" 240 119 271 283 127 172 182 486 197 224 178 851
"100502831" 0 0 0 0 0 0 0 1 0 0 1 3
"100502841" 1882 781 1435 1548 845 1129 1597 3507 1124 1146 1333 6092
"100502846" 31 13 33 31 9 33 21 99 36 17 37 154
"100502861" 2 2 4 14 0 0 1 8 7 7 0 24
"100502865" 0 0 0 0 0 0 0 0 0 0 0 0
"100502876" 4 1 5 6 3 5 3 13 4 4 10 7
"100502887" 0 0 0 0 0 0 0 0 0 0 0 0
"100502896" 0 0 0 0 0 0 0 0 0 0 0 0
"100502921" 0 0 0 0 0 0 1 1 0 0 0 1
"100502924" 1 0 0 0 0 0 0 0 0 0 0 0
"100502936" 156 80 193 127 65 82 121 249 85 85 125 442
"100502940" 134 30 84 107 65 49 82 218 66 61 55 364
"100502950" 2 0 2 2 1 1 1 2 1 2 1 6
"100502953" 0 0 0 0 0 0 0 0 0 0 0 0
"100502967" 15 0 1 0 2 0 4 7 3 0 0 8
"100503036" 0 0 0 0 0 0 0 2 0 0 0 0
"100503041" 141 43 154 162 57 60 75 261 85 159 88 464
"100503043" 3178 1354 2858 3023 1808 1446 1618 7172 1742 2586 1990 12509
"100503068" 30 9 24 6 14 22 35 45 25 19 10 63
"100503085" 218 97 263 295 118 163 271 511 171 203 187 885
"100503117" 1 0 2 0 1 1 0 1 2 4 1 2
"100503142" 13 4 11 10 3 10 8 23 5 4 5 29
"100503185" 37 11 41 36 27 12 26 93 18 44 46 181
"100503240" 3 3 2 3 0 3 0 9 6 5 3 6
"100503280" 21 5 25 10 12 15 21 49 30 29 21 64
"100503311" 1 0 0 0 0 0 1 0 0 0 0 5
"100503353" 1555 467 1171 1169 493 720 954 3177 900 687 894 3713
"100503355" 0 0 0 0 0 0 0 0 0 0 0 0
"100503380" 1429 545 1131 1245 564 779 930 2590 812 907 955 4324
"100503386" 465 247 379 556 205 200 321 847 196 266 425 1579
"100503388" 0 0 0 0 0 0 0 1 0 0 0 0
"100503486" 0 0 0 0 0 0 0 0 0 0 0 0
"100503496" 264 139 267 272 116 145 264 595 165 241 261 1019
"100503545" 44 18 46 37 16 34 7 64 30 33 23 98
"100503549" 17 3 13 5 4 0 1 15 3 0 0 5
"100503572" 2543 972 1852 1892 887 1250 1536 4564 1322 1483 1591 6580
"100503583" 158 46 122 129 78 78 104 310 98 67 93 472
"100503584" 66 73 138 100 1 103 78 226 116 0 51 124
"100503609" 0 0 1 0 1 0 2 0 0 0 0 1
"100503659" 815 328 606 946 392 447 612 1643 473 559 629 2833
"100503670" 8095 3730 8299 8167 4529 5457 6028 14929 5032 6278 5552 29385
"100503676" 61 14 35 48 28 18 41 95 28 41 39 139
"100503710" 15 1 19 10 10 10 18 27 9 13 17 47
"100503868" 0 1 0 0 1 0 2 2 1 0 2 5
"100503879" 0 0 0 0 0 0 0 0 0 0 0 0
"100503884" 92 25 69 79 38 32 51 184 40 52 65 236
"100503890" 2311 885 1844 1842 971 1106 1534 3620 1170 1550 1519 7294
"100503895" 123 10 56 21 30 22 33 184 23 20 11 79
"100503915" 210 103 268 262 90 219 175 375 129 162 203 867
"100503924" 29 18 19 54 9 21 18 62 27 26 43 109
"100503949" 18 10 49 31 56 40 34 104 25 11 53 92
"100503964" 0 0 0 0 0 2 0 0 0 0 0 0
"100503970" 0 0 0 0 0 0 0 0 0 0 0 0
"100503991" 3 3 10 4 1 5 6 11 4 3 3 19
"100503992" 0 0 0 0 0 0 0 0 0 0 0 0
"100504014" 4 0 0 0 0 0 0 3 0 0 0 0
"100504039" 0 0 0 0 0 0 0 0 0 0 0 0
"100504112" 3 0 2 1 4 6 0 8 5 3 2 6
"100504116" 440 230 336 489 208 226 395 785 242 252 294 1492
"100504156" 0 0 0 3 0 2 0 0 0 3 0 0
"100504162" 0 0 0 0 0 0 0 0 0 0 0 1
"100504164" 0 0 0 0 1 0 0 0 0 0 0 0
"100504183" 1 0 10 1 0 0 0 0 0 0 0 22
"100504195" 56 51 67 122 36 38 56 190 72 57 45 274
"100504221" 10 8 15 15 11 20 16 38 24 18 14 55
"100504232" 0 0 0 0 0 0 0 0 0 0 0 0
"100504234" 29 10 16 27 10 18 19 66 31 27 23 82
"100504239" 77 0 43 20 10 9 0 128 43 0 34 0
"100504263" 45 13 37 32 21 13 21 65 14 16 31 103
"100504285" 50 11 35 22 14 14 16 82 23 22 18 91
"100504309" 514 194 416 539 195 260 304 854 303 330 348 1462
"100504362" 221 33 139 63 25 44 85 434 59 54 105 244
"100504400" 0 0 0 0 0 0 0 0 0 0 0 0
"100504404" 0 0 0 0 1 0 0 1 1 1 1 3
"100504425" 201 45 158 139 61 115 157 357 181 115 110 508
"100504429" 0 0 0 0 0 0 0 0 0 0 0 0
"100504446" 46 15 46 41 20 29 53 42 19 20 17 187
"100504474" 0 0 1 1 0 0 0 0 1 1 0 2
"100504491" 184 64 122 139 68 91 103 306 105 126 100 422
"100504501" 339 130 268 264 113 155 232 587 204 209 252 1032
"100504518" 154 34 107 61 51 67 118 270 65 68 77 302
"100504608" 206 74 145 176 51 73 132 368 132 157 126 579
"100504663" 1738 683 1400 1605 788 863 1284 2741 1023 1050 1182 4874
"100504689" 3 0 2 2 0 1 0 1 0 0 0 1
"100504710" 2 0 6 3 0 4 1 0 2 4 2 11
"100504715" 1119 389 922 874 421 484 788 2020 673 699 738 3299
"100505096" 0 0 0 0 0 0 0 0 0 0 0 0
"100505386" 6 0 0 15 0 0 0 0 0 0 0 3
"100515" 355 139 349 254 154 138 260 922 176 208 238 985
"100529082" 98 25 41 49 32 39 32 114 35 37 43 171
"100532" 5639 2468 4400 6201 2801 2722 4111 10903 3501 4247 3659 18488
"100534273" 916 295 577 737 286 335 535 1722 570 486 524 2340
"100534287" 16 13 20 9 13 4 26 49 14 10 11 82
"100535" 8 2 2 4 0 1 1 9 2 3 2 11
"100554" 0 0 0 1 0 0 0 0 1 0 0 1
"100559" 0 0 0 0 0 0 0 0 0 0 0 0
"100561" 6537 1958 4179 4629 2204 2201 3612 10569 3075 3135 2942 15982
"100568458" 10 41 39 53 16 12 8 75 7 25 27 110
"100604" 7655 3147 6144 7369 3270 3485 4696 16056 4211 4967 5163 25426
"100608" 5756 2434 4605 5021 2649 2984 4393 10922 2953 3703 3286 19870
"100609" 4450 1732 3440 3762 1913 2121 3118 7812 2228 2685 2466 13588
"100628582" 28 18 40 28 10 20 26 75 21 19 21 94
"100637" 1240 442 1212 936 579 634 1028 2223 785 881 798 3621
"100642166" 1312 455 900 930 375 551 867 2246 689 681 729 2961
"100647" 0 3 0 0 3 0 0 2 3 3 1 4
"100678" 6460 3314 6104 7356 3295 4186 5958 12183 3286 5094 4919 26317
"100683" 22231 9725 18927 19886 9605 12123 16185 45107 13826 14228 14996 73608
"100689" 184 49 48 128 18 47 52 268 73 85 181 297
"100702" 9032 2496 4645 5922 2426 3301 4309 14194 4612 3599 4655 19599
"100705" 411 120 265 214 176 123 206 891 246 190 215 1042
"100710" 21310 8518 14185 15974 8573 9141 14938 43359 12373 11603 13775 66837
"100715" 9956 4166 8346 9239 4369 5786 8103 19053 5887 6361 6645 34878
"100727" 0 1 2 0 0 0 0 0 1 0 0 1
"100732" 2194 834 1394 1996 847 1068 1332 4010 1291 1474 1277 6431
"100737" 2744 1029 1944 2503 1338 1360 2088 5699 1629 1659 1839 9114
"100756" 3554 1622 3192 3683 1892 1973 3193 6713 2043 2539 2386 13704
"100763" 12547 6096 10080 12194 5888 5409 10117 24333 6824 8175 8009 45619
"100764" 1157 472 827 993 470 491 938 1970 472 816 664 4116
"100846987" 0 0 0 0 0 0 0 0 0 0 0 0
"100855" 10527 3829 7213 7750 4349 4330 7717 16809 5231 5727 6166 32415
"100859931" 1581 721 1302 1592 751 861 1248 2885 1075 1129 994 5275
"100861615" 0 0 6 0 6 4 0 2 10 4 0 5
"100861668" 0 0 10 0 0 0 4 10 3 0 0 57
"100861753" 13833 3068 7934 6720 2929 4037 5060 20189 5730 5174 5311 21360
"100861755" 4 0 4 1 1 0 2 7 2 0 0 1
"100861880" 0 0 2 0 0 0 0 0 0 0 0 0
"100861908" 49 24 55 42 23 48 21 101 42 39 42 165
"100861909" 2037 536 1158 574 244 732 2155 3304 727 744 1813 1594
"100861966" 0 0 0 0 0 0 0 0 0 0 0 0
"100861978" 119 11 44 8 2 10 45 197 84 13 32 154
"100861987" 0 0 0 0 0 0 0 0 0 0 0 0
"100862015" 0 0 0 0 0 0 0 0 0 0 0 0
"100862066" 2 0 1 3 0 0 1 8 0 8 5 6
"100862177" 0 22 0 0 0 0 35 0 0 23 0 93
"100862314" 0 0 0 0 0 0 0 0 0 0 0 0
"100862329" 0 0 0 0 0 0 0 0 0 0 0 0
"100862359" 0 0 0 0 0 0 0 0 0 2 1 3
"100862365" 0 0 0 0 0 0 0 0 0 2 0 1
"100862375" 3352 1352 3239 3164 1454 1626 1783 6046 1911 2726 2057 10276
"100862383" 0 0 0 0 0 0 0 0 0 1 0 0
"100862394" 0 0 0 0 0 0 0 0 0 0 0 0
"100862398" 0 0 0 0 0 0 0 1 0 0 0 0
"100885838" 362 147 392 308 197 268 284 706 259 318 258 1392
"100900" 1867 751 1720 1906 880 1065 1591 3289 987 1483 1173 6064
"100910" 12296 4854 10248 12155 6147 6044 9042 22914 6580 8637 8011 46657
"100929" 4628 1852 3556 4201 1970 2075 2978 8120 2219 2783 2659 14761
"100952" 10840 4120 7999 12464 4017 4360 8675 17475 5565 7022 7715 41210
"100972" 6333 2548 4837 5731 2759 2956 4732 11281 3379 4118 4266 21274
"100978" 9656 3778 7647 7757 3994 4945 7083 18097 5130 5815 6218 30428
"100986" 7375 3551 7669 8289 3472 5097 5959 17091 5560 5640 6247 26456
"101023" 4075 1614 3526 3806 1840 2182 2870 7496 2215 2935 2685 13517
"101055671" 8 3 11 11 3 8 9 10 2 10 4 25
"101055731" 20 8 24 7 3 10 15 55 7 11 14 57
"101055843" 63 8 20 22 11 4 12 72 19 22 16 77
"101055864" 0 0 0 0 0 0 0 0 0 0 0 0
"101055983" 34 14 46 28 14 29 23 85 37 35 19 107
"101056073" 164 30 68 141 99 64 109 314 41 169 148 463
"101056084" 10 1 9 12 2 3 2 13 2 3 6 40
"101056136" 0 0 0 0 0 0 0 0 0 0 0 0
"101095" 4258 1773 3544 3782 1860 2104 3114 7584 2418 2684 2572 14206
"101100" 992 317 799 820 296 472 613 1919 863 606 734 2265
"101113" 2544 871 2260 2549 1133 1329 1777 4756 1502 1629 1578 8639
"101118" 8474 3287 6594 7660 3555 3906 6135 15753 4742 4752 5528 25215
"101122" 774 268 473 629 391 366 639 1266 387 514 442 2653
"101142" 2361 1007 2013 2276 1172 1222 1543 4190 1445 1539 1508 8714
"101148" 5715 1900 4149 5553 2119 2821 4240 10510 3282 3094 3725 16944
"101185" 3255 1236 2304 2820 1373 1585 2252 5764 1711 1885 1926 9558
"101187" 4968 1884 2935 3763 1633 2110 2956 7990 2546 2530 3170 13047
"101197" 831 315 625 743 391 424 662 1499 502 510 521 2756
"101202" 87 23 89 75 53 45 74 156 64 62 61 261
"101206" 4670 1964 3509 4539 2032 2419 3397 8232 2523 3012 2872 15027
"101214" 19210 7019 15458 18340 7969 10875 14389 38486 12652 12293 12204 57480
"101240" 2884 1062 2429 2651 1387 1409 2340 4845 1713 1972 1663 10413
"101314" 24324 9768 18977 23248 11102 11276 16954 39564 12112 15175 15060 73198
"101320" 53 23 28 47 19 56 24 102 31 23 56 146
"101351" 6190 2443 4916 6046 2857 3200 4978 12419 4022 3795 4192 20153
"101358" 9690 3809 7709 9097 4042 5046 7492 17784 5756 5949 6232 31407
"101359" 15 2 8 16 8 4 6 18 5 9 10 36
"101401" 985 435 691 1105 430 440 721 2007 593 821 784 2558
"101434" 34 1 16 6 9 7 13 35 9 5 12 31
"101437" 5784 2273 4184 5591 2482 2587 3953 11516 3014 3837 3351 19341
"101471" 11860 4911 9472 10771 4965 6176 8368 22415 6840 8017 7203 38141
"101476" 18043 7754 16498 18020 9054 10025 16305 39643 11977 17812 11926 55791
"101488" 8645 3588 8886 7695 3728 4297 5978 14691 5358 5372 5211 28374
"101488143" 1442 4675 9403 40935 1180 4405 3929 3111 1997 4181 2682 11569
"101488212" 1152 292 882 760 280 408 699 2152 579 526 620 2585
"101489" 7489 3414 6405 7850 3800 4304 6370 13317 4294 5982 5173 30146
"101490" 4329 1721 3601 3668 1862 2670 3914 8686 2733 2933 2865 14542
"101497" 5599 2218 4376 5251 2167 2920 4018 10783 3383 3967 3505 17275
"101502" 5031 1576 3599 4658 1985 2478 3185 8421 3535 3528 3305 16203
"101513" 4040 1517 3173 3435 1788 1795 3143 6581 2352 2714 2539 13452
"101533" 27 30 125 17 39 22 90 105 30 82 26 246
"101540" 4252 1643 3499 3573 1823 2027 3132 7538 2309 3080 2548 13761
"101543" 2109 844 1415 1731 747 1026 1409 3550 1192 1346 1381 5982
"101544" 57 13 47 40 8 20 35 101 29 25 18 190
"101565" 4178 1471 2782 3347 1482 1619 2504 7898 2369 2132 2425 10495
"101568" 3440 1425 2817 3379 1513 1605 2560 5734 1824 2348 2141 11041
"101592" 4369 1969 4578 4766 2190 2566 3541 8932 2454 3251 2994 16288
"101602" 3848 1628 2935 3538 1629 1818 3070 6754 2295 2680 2706 13317
"101604" 788 362 576 836 331 446 604 1451 462 565 517 2716
"101612" 5982 2747 5063 5490 2639 2745 3996 10993 3114 4069 3382 21259
"101613" 25 6 26 29 11 23 17 70 19 22 15 78
"101631" 1061 374 735 928 402 437 638 1638 492 644 566 3062
"101669761" 30 17 28 42 18 31 32 67 21 27 28 116
"101685" 4391 1989 4024 4528 2272 2686 3575 8757 3009 3013 3245 16654
"101700" 483 197 340 399 239 318 420 1045 373 376 349 1822
"101706" 21325 8604 17539 20993 9683 10024 14508 39145 12272 12883 12585 68857
"101739" 31949 14248 28249 30958 16846 18274 25315 64205 19375 20572 22380 100915
"101744" 24 6 33 8 8 7 19 22 11 6 10 59
"101772" 2126 960 2633 3006 1369 674 769 6297 1513 1534 779 7633
"101809" 2374 1116 2384 2761 1197 2008 2225 5250 1823 2197 2253 10376
"101831" 1633 645 1214 1416 650 755 1010 2742 768 955 890 4608
"101835" 585 195 399 374 198 285 416 1036 325 312 379 1390
"101861" 5403 2123 4710 5222 2419 2545 3797 10352 2894 3378 3036 17320
"101867" 4956 2318 4437 5228 2250 2308 3815 9692 2599 3381 3160 18243
"101869" 5012 2151 4690 5370 2464 2726 3731 9292 2841 3867 3231 18311
"101883" 916 238 744 747 305 448 563 1502 584 564 579 2469
"101943" 53009 23001 46268 52738 25049 30353 44512 99446 28098 33424 35077 191916
"101966" 15224 6994 14848 15669 7448 8534 11922 27201 8366 10967 10657 53372
"101985" 5042 2312 4736 5689 2326 2964 4074 9043 2649 3280 3574 18545
"101994" 6468 3085 5802 6453 3009 3950 5646 13166 3849 4366 4456 25121
"102022" 0 0 0 0 0 0 0 0 0 0 0 0
"102032" 2354 1064 2048 2306 1055 1474 2151 4039 1570 1682 1696 8607
"102058" 4641 1814 3787 4296 2015 2260 3347 8541 2507 2989 3060 17369
"102060" 8318 3885 7602 8567 3713 4967 6356 14723 4251 5527 5193 29726
"102075" 2077 1095 1720 1449 1996 934 811 3189 1339 2449 1046 6839
"102093" 6099 2548 4321 5345 2632 2971 3904 11772 3709 3577 4166 19913
"102098" 4796 2172 3992 5041 2072 2811 4094 9181 2891 3184 3140 16987
"102103" 11177 4859 8968 10747 4678 5499 8091 19646 7174 6870 7652 32010
"102115" 6147 2814 6059 6429 3234 3302 4847 11523 3211 4189 4204 22763
"102122" 7574 3507 7189 8281 3711 4649 6214 13786 4449 5661 5183 28249
"102124" 4408 1956 4074 4564 2110 2979 3541 8159 2498 3144 2860 16664
"102141" 6141 3121 6226 8434 3346 3898 5664 12252 3294 4419 5017 24853
"102162" 8666 4196 7958 9274 4244 5453 7494 16544 4743 6222 6228 35932
"102182" 4202 1722 3681 3770 1987 2505 3480 7601 2542 2975 2530 15469
"102193" 8408 3351 6751 7857 4048 3890 5854 14062 4544 5330 5186 28840
"102209" 4056 1848 3596 4402 2075 2497 3174 7303 2043 2982 2548 16740
"102216272" 4286 2109 3847 4847 2204 2114 2766 7719 2270 3016 2969 13804
"102238433" 675 168 641 546 232 328 498 1314 464 444 361 1878
"102247" 21116 10468 19459 22933 11385 12066 20094 38980 13961 16069 15852 88534
"102278" 35 19 44 27 25 32 33 122 35 30 39 141
"102294" 4412 1805 4376 5169 2376 2771 4089 7877 3000 3493 3362 17148
"102308570" 2012 695 1539 1713 802 1084 1321 4086 1046 1187 1133 5678
"102323" 4780 1872 3427 4178 1696 1986 2957 8279 2462 2560 2805 13856
"102334" 11242 4382 9362 9556 4809 7048 9229 20958 7353 7516 7238 37656
"102339" 16841 7157 14066 15540 6555 8447 11778 28926 7502 9669 10604 54395
"102371" 456 117 302 280 138 160 333 850 252 238 251 1039
"102414" 7453 2735 5995 7458 3033 3841 4527 12892 4413 4525 4875 22921
"102423" 3146 1135 2591 2746 1200 1578 2226 5914 1909 2000 1971 9077
"102436" 2136592 760336 2294573 1181581 554780 1125899 1443739 2775438 1040295 1638367 1451411 8859718
"102442" 5453 2250 5101 5319 2436 3314 4727 10566 3360 3613 4049 17637
"102443350" 2418 838 1957 2087 1018 1108 1581 4550 1430 1389 1323 6366
"102443351" 189 49 123 137 44 58 90 284 111 77 128 396
"102448" 858 341 719 952 401 479 583 1558 484 569 491 2836
"102462" 4581 1906 4585 4849 2380 2538 3320 7555 2371 3280 2897 16191
"102465599" 1062 288 822 758 298 506 557 2205 867 692 626 2541
"102465902" 1793 573 1914 1522 566 816 1212 2924 1180 1163 1051 4254
"102466797" 39 4 23 20 10 11 13 62 34 10 28 67
"102502" 17 6 15 17 11 9 10 38 10 5 6 97
"102545" 12663 4744 10025 10710 5110 5624 8443 22126 6598 7564 7449 42099
"102566" 5738 2336 4726 5649 2721 2977 4738 10439 2886 3787 3552 19376
"102570" 15 0 15 17 4 10 14 33 6 10 15 41
"102577427" 0 0 0 0 0 0 1 7 0 0 0 0
"102577428" 7 1 1 2 5 10 3 3 1 1 2 7
"102580" 4865 2209 4418 5539 2304 2598 3772 9284 2805 3254 3164 17619
"102595" 16501 6770 14479 16675 7114 8380 11170 28407 8137 10973 10213 58231
"102607" 7953 3373 5958 7160 3403 3608 5268 14636 4378 4875 4728 23948
"102614" 7 4 8 10 12 8 3 26 6 6 6 35
"102626" 4868 2028 3723 5288 2010 2857 3542 8251 2758 2830 3476 16371
"102631730" 4 0 2 2 0 3 1 2 2 0 0 5
"102632" 1837 649 1189 1670 753 827 1054 3073 963 1012 1075 4884
"102632739" 0 0 0 0 0 0 0 0 0 0 0 0
"102632837" 4 1 2 0 1 2 3 4 4 6 5 7
"102633773" 0 0 0 0 1 0 1 2 0 0 0 1
"102634333" 182 42 49 33 18 37 82 272 53 73 66 299
"102634473" 92 15 80 57 25 56 54 164 71 59 40 214
"102634634" 0 0 0 0 0 0 0 0 0 0 1 0
"102634812" 0 0 0 1 1 0 2 2 0 0 1 2
"102635496" 13 3 9 8 5 5 9 18 2 6 2 13
"102635661" 5 2 12 7 2 7 9 22 6 4 4 16
"102635744" 2 0 0 2 0 0 0 4 0 1 2 1
"102636051" 7 3 29 7 2 4 1 12 5 6 3 14
"102636989" 0 0 0 0 0 0 1 2 0 1 0 1
"102637366" 14 1 7 21 7 12 4 15 11 5 12 28
"102637511" 0 0 0 0 0 0 0 0 0 0 0 0
"102637572" 108 46 87 111 51 60 95 194 61 87 80 414
"102637615" 0 0 0 0 0 0 0 0 0 0 0 0
"102637705" 0 0 0 0 0 0 0 2 0 0 0 0
"102638083" 4 0 6 6 2 5 4 6 6 4 2 18
"102638514" 17 2 28 22 13 15 15 35 7 19 19 43
"102638670" 13 5 8 8 2 2 2 14 11 0 4 9
"102638837" 0 0 0 0 0 0 0 0 0 0 0 0
"102638913" 0 0 0 0 0 0 0 0 0 0 0 2
"102639178" 19 8 14 11 7 12 16 36 13 14 13 56
"102639598" 5489 1967 4690 4841 2114 2758 4079 10356 3071 3160 3816 16122
"102639802" 27 10 20 18 6 16 14 34 15 22 21 73
"102639918" 250 72 198 302 93 156 152 379 181 148 180 849
"102639995" 0 0 1 0 0 0 0 0 0 0 0 0
"102640043" 12 0 8 8 2 9 0 14 5 1 3 25
"102640717" 0 0 0 0 0 0 0 4 0 0 0 0
"102640804" 1 0 0 0 0 0 0 0 0 0 0 0
"102640864" 0 0 0 0 0 0 0 0 0 0 0 0
"102643076" 14 7 18 7 3 4 11 24 10 12 14 22
"102644" 15091 5085 8486 13872 4811 3959 7327 24117 6179 6761 8839 36078
"102657" 3737 1398 2679 3261 1803 1274 1950 7587 2053 2755 1830 10820
"102680" 17 9 18 17 11 5 18 47 15 14 17 62
"102693" 15964 6485 13473 15881 6852 7418 11997 29417 9354 10145 9799 49585
"102747" 2003 829 1530 1849 903 886 1396 3824 1085 1362 1157 6349
"102774" 818 372 865 836 445 657 822 1644 542 695 641 3289
"102791" 2030 700 1673 1865 1005 925 1226 3145 1130 1272 1239 6753
"102857" 20553 9667 21643 26462 13268 14835 24290 45595 14657 18583 15605 89109
"102866" 17532 7271 15826 20291 8449 9365 13235 37787 10839 11035 10759 52918
"102871" 269 106 149 150 53 117 149 428 130 78 187 563
"102902673" 1331 405 1309 1130 478 633 881 2276 922 883 894 3959
"102920" 4336 1831 3607 4111 1865 1924 3234 8616 1933 2351 2686 12756
"102941" 757 363 587 696 355 449 662 1644 446 586 514 2945
"102954" 14 7 7 27 6 4 8 28 7 11 8 40
"102991" 2 0 0 0 0 1 0 3 0 2 1 2
"103080" 5581 2335 5371 5615 3451 3071 4280 10925 2907 4262 3648 19706
"103098" 1515 889 1868 2206 1241 1374 2357 3793 910 1529 1272 6202
"103135" 3853 1543 3536 3637 1847 2553 3141 7255 2463 2732 2661 12478
"103136" 7463 3511 7416 7323 4016 4616 6712 15106 4044 5252 4722 27323
"103140" 191 65 197 179 79 74 174 371 111 103 104 611
"103142" 107 30 116 84 31 75 64 232 60 65 54 270
"103149" 182 52 174 132 69 102 107 297 117 116 106 413
"103172" 282 100 223 223 98 147 222 621 146 166 209 745
"103199" 3057 1444 3060 3178 1681 1890 2841 5854 1705 2367 2094 11411
"103213" 1424 559 1429 1565 763 953 1224 2906 766 1071 1033 4753
"103220" 188 66 158 178 79 72 86 389 138 124 114 538
"103236" 24852 11944 23091 26805 12485 14126 19363 47271 12834 17943 16670 87530
"103266" 10227 4561 9912 11722 5226 6388 8945 21376 6482 8755 8301 34734
"103268" 1809 689 1287 1560 801 870 1126 3530 882 1048 1055 4578
"103284" 2772 1184 2717 2884 1312 1474 2032 4888 1375 2025 1733 9311
"103406" 186 80 164 200 80 112 117 380 152 165 152 604
"103425" 18514 8229 15534 19767 8918 9537 13210 34427 8537 11584 11465 60809
"103466" 4514 2267 4237 5166 2506 3374 4001 9639 2824 3223 3967 17816
"103468" 9569 4161 8443 9205 4577 4616 6328 19502 4366 5946 5698 28152
"103511" 131 64 133 134 61 70 91 260 116 95 102 405
"103534" 17390 7238 15071 16636 8818 9558 13816 31554 9335 12994 10070 60927
"103537" 6427 2830 6545 6555 2995 4416 5559 12826 4640 4799 5086 21676
"103551" 2824 1440 2231 3010 1468 1836 2860 5770 1639 2168 1875 12088
"103554" 20598 9499 18634 21312 10054 11525 18524 42053 12982 15059 13984 74624
"103573" 36975 14682 29544 34689 14912 18726 26881 75646 22241 21334 23106 105576
"103583" 16396 7328 13175 16089 7616 7731 13803 30132 10317 11263 11363 59688
"103611158" 0 0 0 0 0 0 0 0 0 0 0 0
"103611159" 0 0 0 0 0 0 0 0 0 0 0 0
"103655" 53 7 25 14 14 2 24 126 22 18 24 106
"103677" 15078 6013 13094 17708 6873 8406 12459 27518 8167 9831 10552 53682
"103694" 10588 4598 8563 11508 4995 5926 8130 17793 6577 7685 7192 36370
"103710" 6596 3259 6293 6946 3596 3609 5111 12092 3694 5181 3901 25060
"103711" 1069 424 980 952 437 542 903 1798 621 667 676 3554
"103712" 58 11 37 68 16 23 19 92 39 17 52 130
"103724" 4592 1852 4258 4942 2262 2232 3171 8252 2573 3452 2910 17741
"103733" 7185 3026 5277 7012 3104 3384 4784 13000 3260 4593 3877 22300
"103737" 1434 572 1239 1449 602 817 1035 2674 819 954 910 4585
"103742" 5266 2105 4283 5111 2176 2471 3325 8835 2799 3595 3379 15514
"103743" 240 75 201 180 80 63 198 430 86 157 126 687
"103765" 536 243 552 554 275 342 482 1097 324 455 420 2075
"103768" 132 42 113 139 75 54 83 265 63 66 71 431
"103775" 2 4 2 0 0 2 1 4 0 0 3 1
"103784" 3503 1542 2606 3420 1561 1741 2435 6435 1777 2482 2110 11522
"103806" 7765 3202 5849 7478 3434 4227 5454 13631 4387 5120 5019 25934
"103836" 2609 869 2167 2272 899 1485 1624 4762 1638 1562 1577 7108
"103841" 4050 1763 3173 4309 1908 2367 3164 7710 2759 2941 2779 13799
"103844" 241 85 193 256 127 182 318 435 182 220 179 919
"103850" 2523 982 2069 2481 1131 1219 1873 4318 1388 1744 1578 8574
"103889" 178 56 111 135 50 78 117 358 98 86 117 416
"103963" 65383 26511 46694 63669 26924 27920 43553 118793 33665 38021 38283 196118
"103964" 7 2 2 4 3 6 5 15 7 5 6 40
"103967" 307 92 233 195 100 114 169 541 171 188 168 707
"103968" 314 126 215 108 48 120 242 568 157 131 231 523
"103978" 13 0 6 4 9 3 6 24 5 9 7 19
"103988" 15 6 33 20 14 25 45 48 12 9 10 77
"104001" 271 175 377 372 310 231 341 594 237 256 380 2174
"104002" 2 0 0 0 1 0 1 0 0 0 2 2
"104009" 13811 6943 12160 16101 7407 7264 12251 25701 9120 10772 9714 53033
"104010" 3 3 2 5 2 0 3 10 3 6 4 10
"104015" 6808 2113 4603 4755 2273 2839 4153 11957 3823 3682 3826 17082
"104027" 17822 8433 18777 21014 8483 9767 11729 34750 12351 14657 12375 56919
"104069" 4 5 2 2 2 1 1 4 1 3 0 10
"104079" 24 5 13 32 11 13 18 31 18 12 7 97
"104080" 112 64 111 230 93 143 152 333 85 88 136 456
"104082" 3092 1256 2485 2736 1408 1554 2385 5806 1881 2071 2021 10020
"104086" 2426 629 2338 1606 904 1039 1538 3899 1440 1528 1239 7283
"104099" 6852 2227 4279 5244 2485 2352 3479 10915 3146 3011 3091 15863
"104110" 789 231 523 579 251 266 389 1533 442 501 467 1769
"104111" 2894 1169 2496 4010 1526 1004 1469 6178 1894 2086 1446 9015
"104112" 47441 19534 38379 48202 22256 22819 34771 92043 24979 30000 30427 173270
"104130" 10778 4696 10360 10171 5045 5237 8198 18606 5644 7296 7152 37146
"104156" 9153 4133 8002 9415 3797 4809 6282 16511 4491 5058 6881 32476
"104158" 75 43 32 15 11 15 57 159 34 20 41 73
"104174" 77 37 62 83 29 33 34 151 36 38 51 221
"104175" 2658 1199 2241 2772 1268 1578 2530 5136 1813 2125 1891 11581
"104183" 0 0 1 1 0 0 0 0 0 0 0 0
